x, y, z
0.058956, -0.037652, -0.040552
0.059153, -0.037341, -0.039895
0.059349, -0.037028, -0.039239
0.059544, -0.036714, -0.038583
0.059738, -0.036399, -0.037927
0.060122, -0.035761, -0.036620
0.060502, -0.035113, -0.035319
0.060878, -0.034457, -0.034023
0.061250, -0.033792, -0.032731
0.061617, -0.033119, -0.031445
0.061979, -0.032436, -0.030164
0.062336, -0.031744, -0.028888
0.062688, -0.031042, -0.027618
0.063035, -0.030331, -0.026353
0.063377, -0.029611, -0.025094
0.063713, -0.028881, -0.023841
0.064043, -0.028141, -0.022594
0.064367, -0.027391, -0.021353
0.064683, -0.026637, -0.020113
0.064993, -0.025872, -0.018880
0.065297, -0.025096, -0.017653
0.065594, -0.024309, -0.016435
0.065884, -0.023510, -0.015224
0.066168, -0.022698, -0.014022
0.066446, -0.021874, -0.012829
0.066715, -0.021037, -0.011645
0.066977, -0.020187, -0.010470
0.067231, -0.019325, -0.009304
0.067476, -0.018450, -0.008147
0.067713, -0.017561, -0.006999
0.067941, -0.016659, -0.005862
0.068159, -0.015742, -0.004736
0.068368, -0.014808, -0.003622
0.068567, -0.013859, -0.002520
0.068755, -0.012894, -0.001431
0.068931, -0.011914, -0.000353
0.069095, -0.010921, 0.000715
0.069247, -0.009916, 0.001774
0.069385, -0.008900, 0.002825
0.069509, -0.007869, 0.003863
0.069620, -0.006817, 0.004885
0.069717, -0.005741, 0.005886
0.069800, -0.004635, 0.006860
0.069866, -0.003493, 0.007803
0.069915, -0.002316, 0.008714
0.069945, -0.001103, 0.009594
0.069953, 0.000147, 0.010439
0.069938, 0.001441, 0.011245
0.069898, 0.002785, 0.012005
0.069828, 0.004188, 0.012709
0.069780, 0.004924, 0.013030
0.069721, 0.005695, 0.013317
0.069649, 0.006518, 0.013557
0.069558, 0.007422, 0.013721
0.069469, 0.008220, 0.013783
0.069418, 0.008638, 0.013796
0.069360, 0.009093, 0.013775
0.069324, 0.009359, 0.013729
0.069303, 0.009519, 0.013680
0.069289, 0.009618, 0.013639
0.069268, 0.009768, 0.013550
0.069236, 0.009994, 0.013292
0.069229, 0.010038, 0.013202
0.069222, 0.010090, 0.013056
0.069215, 0.010137, 0.012814
0.069214, 0.010143, 0.012410
0.069222, 0.010092, 0.012061
0.069252, 0.009877, 0.011464
0.069303, 0.009513, 0.010806
0.069356, 0.009125, 0.010170
0.069408, 0.008717, 0.009552
0.069461, 0.008284, 0.008957
0.069564, 0.007373, 0.007807
0.069656, 0.006439, 0.006677
0.069738, 0.005485, 0.005565
0.069808, 0.004513, 0.004467
0.069864, 0.003527, 0.003382
0.069908, 0.002527, 0.002308
0.069937, 0.001518, 0.001243
0.069951, 0.000501, 0.000185
0.069951, -0.000522, -0.000868
0.069936, -0.001549, -0.001918
0.069906, -0.002578, -0.002965
0.069860, -0.003607, -0.004011
0.069800, -0.004635, -0.005058
0.069724, -0.005661, -0.006105
0.069633, -0.006686, -0.007153
0.069527, -0.007709, -0.008201
0.069406, -0.008730, -0.009249
0.069271, -0.009750, -0.010297
0.069120, -0.010767, -0.011345
0.068954, -0.011783, -0.012393
0.068773, -0.012796, -0.013440
0.068577, -0.013806, -0.014488
0.068367, -0.014813, -0.015536
0.068142, -0.015817, -0.016583
0.067902, -0.016817, -0.017631
0.067647, -0.017814, -0.018679
0.067378, -0.018807, -0.019727
0.067094, -0.019796, -0.020774
0.066796, -0.020780, -0.021822
0.066483, -0.021760, -0.022870
0.066155, -0.022736, -0.023917
0.065814, -0.023706, -0.024965
0.065458, -0.024672, -0.026013
0.065088, -0.025632, -0.027061
0.064704, -0.026586, -0.028108
0.064306, -0.027535, -0.029156
0.063894, -0.028477, -0.030204
0.063481, -0.029386, -0.031279
0.063045, -0.030312, -0.032331
0.062594, -0.031232, -0.033384
0.062130, -0.032144, -0.034436
0.061653, -0.033050, -0.035488
0.061163, -0.033949, -0.036541
0.060660, -0.034840, -0.037593
0.060143, -0.035724, -0.038645
0.059880, -0.036163, -0.039172
0.059614, -0.036601, -0.039698
0.059345, -0.037036, -0.040224
0.059072, -0.037469, -0.040750
