x, y, z
0.239575, -0.095870, -0.016956
0.239868, -0.095135, -0.016532
0.240159, -0.094399, -0.016108
0.240447, -0.093662, -0.015685
0.240734, -0.092924, -0.015263
0.241300, -0.091443, -0.014426
0.241858, -0.089957, -0.013598
0.242408, -0.088464, -0.012779
0.242949, -0.086966, -0.011968
0.243482, -0.085463, -0.011166
0.244007, -0.083954, -0.010373
0.244522, -0.082440, -0.009589
0.245030, -0.080920, -0.008814
0.245528, -0.079394, -0.008049
0.246018, -0.077863, -0.007294
0.246499, -0.076326, -0.006549
0.246971, -0.074784, -0.005814
0.247435, -0.073236, -0.005089
0.247889, -0.071685, -0.004366
0.248334, -0.070127, -0.003654
0.248770, -0.068564, -0.002955
0.249197, -0.066995, -0.002268
0.249615, -0.065420, -0.001596
0.250024, -0.063838, -0.000938
0.250425, -0.062250, -0.000295
0.250816, -0.060655, 0.000332
0.251198, -0.059053, 0.000944
0.251570, -0.057445, 0.001541
0.251933, -0.055831, 0.002123
0.252287, -0.054210, 0.002688
0.252631, -0.052582, 0.003236
0.252966, -0.050947, 0.003764
0.253291, -0.049305, 0.004272
0.253607, -0.047654, 0.004758
0.253913, -0.045996, 0.005223
0.254209, -0.044331, 0.005670
0.254495, -0.042660, 0.006100
0.254770, -0.040982, 0.006514
0.255035, -0.039299, 0.006913
0.255290, -0.037609, 0.007292
0.255535, -0.035909, 0.007643
0.255769, -0.034199, 0.007957
0.255994, -0.032474, 0.008226
0.256209, -0.030734, 0.008442
0.256413, -0.028977, 0.008603
0.256607, -0.027205, 0.008711
0.256791, -0.025416, 0.008761
0.256963, -0.023608, 0.008743
0.257125, -0.021776, 0.008645
0.257276, -0.019919, 0.008454
0.257347, -0.018975, 0.008304
0.257416, -0.018016, 0.008098
0.257483, -0.017034, 0.007811
0.257548, -0.016018, 0.007394
0.257599, -0.015172, 0.006942
0.257624, -0.014741, 0.006685
0.257649, -0.014294, 0.006370
0.257663, -0.014055, 0.006152
0.257670, -0.013923, 0.006000
0.257674, -0.013849, 0.005894
0.257679, -0.013754, 0.005708
0.257682, -0.013689, 0.005303
0.257681, -0.013703, 0.005184
0.257679, -0.013744, 0.005003
0.257674, -0.013851, 0.004729
0.257660, -0.014102, 0.004320
0.257645, -0.014378, 0.004001
0.257611, -0.014977, 0.003540
0.257563, -0.015767, 0.003115
0.257513, -0.016566, 0.002725
0.257460, -0.017373, 0.002368
0.257404, -0.018191, 0.002048
0.257281, -0.019844, 0.001479
0.257148, -0.021506, 0.000945
0.257003, -0.023175, 0.000439
0.256846, -0.024850, -0.000041
0.256678, -0.026530, -0.000499
0.256499, -0.028213, -0.000938
0.256307, -0.029899, -0.001363
0.256105, -0.031588, -0.001775
0.255891, -0.033277, -0.002179
0.255666, -0.034966, -0.002577
0.255429, -0.036655, -0.002970
0.255181, -0.038343, -0.003363
0.254922, -0.040029, -0.003756
0.254652, -0.041712, -0.004150
0.254371, -0.043394, -0.004545
0.254078, -0.045074, -0.004940
0.253775, -0.046752, -0.005336
0.253461, -0.048427, -0.005731
0.253135, -0.050101, -0.006126
0.252799, -0.051773, -0.006520
0.252451, -0.053442, -0.006915
0.252092, -0.055109, -0.007309
0.251723, -0.056774, -0.007704
0.251342, -0.058436, -0.008098
0.250950, -0.060096, -0.008493
0.250548, -0.061753, -0.008888
0.250134, -0.063407, -0.009282
0.249710, -0.065058, -0.009677
0.249274, -0.066707, -0.010072
0.248828, -0.068353, -0.010466
0.248371, -0.069995, -0.010861
0.247903, -0.071635, -0.011256
0.247424, -0.073272, -0.011650
0.246935, -0.074905, -0.012045
0.246434, -0.076535, -0.012440
0.245923, -0.078162, -0.012834
0.245401, -0.079785, -0.013229
0.244873, -0.081393, -0.013671
0.244330, -0.083007, -0.014073
0.243777, -0.084618, -0.014476
0.243213, -0.086225, -0.014878
0.242639, -0.087828, -0.015281
0.242054, -0.089428, -0.015684
0.241459, -0.091023, -0.016086
0.240853, -0.092615, -0.016489
0.240546, -0.093409, -0.016690
0.240236, -0.094202, -0.016891
0.239924, -0.094994, -0.017092
0.239609, -0.095786, -0.017294
