x, y, z
0.058275, -0.018018, -0.021197
0.058319, -0.017873, -0.020864
0.058363, -0.017728, -0.020530
0.058407, -0.017583, -0.020197
0.058451, -0.017437, -0.019864
0.058538, -0.017143, -0.019200
0.058624, -0.016845, -0.018538
0.058710, -0.016545, -0.017878
0.058795, -0.016241, -0.017221
0.058879, -0.015934, -0.016565
0.058962, -0.015623, -0.015912
0.059044, -0.015309, -0.015262
0.059125, -0.014992, -0.014614
0.059206, -0.014671, -0.013968
0.059285, -0.014346, -0.013325
0.059364, -0.014018, -0.012684
0.059441, -0.013686, -0.012046
0.059518, -0.013351, -0.011411
0.059592, -0.013014, -0.010776
0.059666, -0.012673, -0.010144
0.059738, -0.012327, -0.009515
0.059809, -0.011977, -0.008889
0.059879, -0.011622, -0.008267
0.059948, -0.011262, -0.007649
0.060015, -0.010896, -0.007035
0.060082, -0.010525, -0.006425
0.060146, -0.010149, -0.005818
0.060210, -0.009767, -0.005216
0.060271, -0.009379, -0.004617
0.060331, -0.008986, -0.004023
0.060389, -0.008586, -0.003433
0.060446, -0.008180, -0.002848
0.060500, -0.007766, -0.002268
0.060553, -0.007345, -0.001694
0.060603, -0.006917, -0.001126
0.060651, -0.006482, -0.000562
0.060697, -0.006041, -0.000002
0.060739, -0.005594, 0.000553
0.060779, -0.005142, 0.001105
0.060816, -0.004684, 0.001651
0.060851, -0.004215, 0.002190
0.060882, -0.003734, 0.002720
0.060911, -0.003238, 0.003238
0.060936, -0.002723, 0.003743
0.060957, -0.002190, 0.004233
0.060974, -0.001639, 0.004710
0.060987, -0.001069, 0.005172
0.060995, -0.000475, 0.005616
0.060996, 0.000145, 0.006040
0.060991, 0.000797, 0.006440
0.060986, 0.001141, 0.006626
0.060978, 0.001504, 0.006797
0.060967, 0.001894, 0.006948
0.060952, 0.002327, 0.007065
0.060936, 0.002713, 0.007128
0.060927, 0.002917, 0.007152
0.060916, 0.003140, 0.007161
0.060909, 0.003271, 0.007150
0.060904, 0.003352, 0.007133
0.060902, 0.003402, 0.007117
0.060897, 0.003479, 0.007080
0.060890, 0.003600, 0.006965
0.060889, 0.003625, 0.006923
0.060887, 0.003656, 0.006854
0.060885, 0.003689, 0.006739
0.060884, 0.003709, 0.006544
0.060884, 0.003698, 0.006372
0.060889, 0.003618, 0.006074
0.060898, 0.003467, 0.005740
0.060907, 0.003305, 0.005415
0.060916, 0.003131, 0.005099
0.060925, 0.002945, 0.004792
0.060943, 0.002549, 0.004197
0.060959, 0.002141, 0.003610
0.060972, 0.001723, 0.003031
0.060983, 0.001297, 0.002459
0.060990, 0.000863, 0.001892
0.060995, 0.000423, 0.001330
0.060996, -0.000022, 0.000772
0.060995, -0.000471, 0.000217
0.060990, -0.000923, -0.000336
0.060981, -0.001377, -0.000887
0.060969, -0.001833, -0.001437
0.060954, -0.002288, -0.001987
0.060935, -0.002743, -0.002537
0.060913, -0.003198, -0.003088
0.060887, -0.003652, -0.003638
0.060858, -0.004106, -0.004189
0.060826, -0.004560, -0.004740
0.060790, -0.005014, -0.005290
0.060751, -0.005467, -0.005841
0.060709, -0.005920, -0.006391
0.060663, -0.006373, -0.006942
0.060613, -0.006825, -0.007492
0.060561, -0.007277, -0.008043
0.060505, -0.007729, -0.008593
0.060445, -0.008180, -0.009143
0.060383, -0.008631, -0.009694
0.060317, -0.009081, -0.010244
0.060247, -0.009531, -0.010795
0.060174, -0.009980, -0.011345
0.060098, -0.010429, -0.011896
0.060019, -0.010877, -0.012446
0.059936, -0.011325, -0.012997
0.059850, -0.011771, -0.013547
0.059760, -0.012218, -0.014098
0.059668, -0.012663, -0.014648
0.059571, -0.013108, -0.015199
0.059472, -0.013552, -0.015749
0.059373, -0.013980, -0.016312
0.059268, -0.014420, -0.016864
0.059159, -0.014859, -0.017417
0.059047, -0.015298, -0.017969
0.058932, -0.015735, -0.018522
0.058814, -0.016172, -0.019074
0.058692, -0.016608, -0.019627
0.058567, -0.017043, -0.020179
0.058504, -0.017260, -0.020456
0.058439, -0.017476, -0.020732
0.058374, -0.017693, -0.021008
0.058308, -0.017909, -0.021284
