x, y, z
0.482210, -0.131728, -0.000318
0.482218, -0.131697, -0.000306
0.482227, -0.131666, -0.000294
0.482235, -0.131636, -0.000282
0.482243, -0.131605, -0.000271
0.482260, -0.131543, -0.000247
0.482277, -0.131482, -0.000224
0.482294, -0.131420, -0.000201
0.482311, -0.131359, -0.000179
0.482327, -0.131297, -0.000157
0.482344, -0.131235, -0.000135
0.482361, -0.131173, -0.000113
0.482378, -0.131111, -0.000092
0.482395, -0.131049, -0.000072
0.482411, -0.130987, -0.000051
0.482428, -0.130925, -0.000032
0.482445, -0.130863, -0.000012
0.482462, -0.130801, 0.000007
0.482479, -0.130739, 0.000026
0.482496, -0.130677, 0.000045
0.482513, -0.130615, 0.000063
0.482529, -0.130552, 0.000080
0.482546, -0.130490, 0.000097
0.482563, -0.130428, 0.000114
0.482580, -0.130365, 0.000130
0.482597, -0.130302, 0.000145
0.482614, -0.130240, 0.000160
0.482631, -0.130177, 0.000174
0.482648, -0.130114, 0.000188
0.482665, -0.130051, 0.000200
0.482682, -0.129988, 0.000213
0.482699, -0.129925, 0.000224
0.482716, -0.129862, 0.000235
0.482733, -0.129798, 0.000245
0.482750, -0.129735, 0.000254
0.482767, -0.129671, 0.000262
0.482784, -0.129608, 0.000269
0.482801, -0.129544, 0.000276
0.482818, -0.129480, 0.000283
0.482835, -0.129416, 0.000288
0.482852, -0.129352, 0.000293
0.482870, -0.129288, 0.000296
0.482887, -0.129224, 0.000298
0.482904, -0.129159, 0.000297
0.482922, -0.129094, 0.000294
0.482939, -0.129029, 0.000289
0.482957, -0.128963, 0.000282
0.482974, -0.128897, 0.000272
0.482992, -0.128831, 0.000259
0.483010, -0.128764, 0.000243
0.483019, -0.128731, 0.000232
0.483028, -0.128697, 0.000220
0.483037, -0.128663, 0.000204
0.483046, -0.128628, 0.000183
0.483054, -0.128599, 0.000162
0.483057, -0.128585, 0.000150
0.483061, -0.128570, 0.000136
0.483063, -0.128562, 0.000126
0.483065, -0.128558, 0.000120
0.483065, -0.128556, 0.000116
0.483066, -0.128553, 0.000108
0.483066, -0.128553, 0.000093
0.483066, -0.128554, 0.000088
0.483065, -0.128556, 0.000082
0.483064, -0.128562, 0.000072
0.483061, -0.128573, 0.000058
0.483058, -0.128584, 0.000047
0.483051, -0.128608, 0.000033
0.483043, -0.128639, 0.000021
0.483035, -0.128670, 0.000010
0.483026, -0.128701, 0.000001
0.483018, -0.128733, -0.000007
0.483001, -0.128796, -0.000020
0.482984, -0.128859, -0.000032
0.482968, -0.128922, -0.000042
0.482951, -0.128985, -0.000052
0.482934, -0.129049, -0.000060
0.482917, -0.129113, -0.000068
0.482900, -0.129176, -0.000076
0.482883, -0.129240, -0.000083
0.482865, -0.129304, -0.000089
0.482848, -0.129367, -0.000096
0.482831, -0.129431, -0.000102
0.482814, -0.129495, -0.000108
0.482797, -0.129559, -0.000114
0.482780, -0.129623, -0.000121
0.482763, -0.129687, -0.000127
0.482746, -0.129750, -0.000133
0.482729, -0.129814, -0.000139
0.482711, -0.129878, -0.000146
0.482694, -0.129942, -0.000152
0.482677, -0.130005, -0.000158
0.482660, -0.130069, -0.000164
0.482643, -0.130133, -0.000171
0.482625, -0.130197, -0.000177
0.482608, -0.130261, -0.000183
0.482591, -0.130324, -0.000189
0.482574, -0.130388, -0.000196
0.482557, -0.130452, -0.000202
0.482539, -0.130516, -0.000208
0.482522, -0.130579, -0.000214
0.482505, -0.130643, -0.000221
0.482488, -0.130707, -0.000227
0.482470, -0.130771, -0.000233
0.482453, -0.130834, -0.000239
0.482436, -0.130898, -0.000246
0.482418, -0.130962, -0.000252
0.482401, -0.131026, -0.000258
0.482384, -0.131089, -0.000264
0.482366, -0.131153, -0.000272
0.482349, -0.131217, -0.000279
0.482332, -0.131280, -0.000286
0.482314, -0.131344, -0.000292
0.482297, -0.131408, -0.000299
0.482280, -0.131471, -0.000305
0.482262, -0.131535, -0.000312
0.482245, -0.131599, -0.000318
0.482236, -0.131631, -0.000322
0.482228, -0.131663, -0.000325
0.482219, -0.131694, -0.000328
0.482210, -0.131726, -0.000331
